"Gene Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_biotype"
"ACAP1",375.777642898923,1.05470089767483,0.208505569383956,5.05838237698406,4.22827928993611e-07,0.000265412614595365,"protein_coding"
"CD19",12.1435561552843,1.40127674132822,0.278475653098066,5.03195423276288,4.85505184377734e-07,0.000292565424106022,"protein_coding"
"CXCL13",18.9530318285746,3.19924313282356,0.640035947123872,4.99853664032464,5.77670310330883e-07,0.000310807258040527,"protein_coding"
"ADAMTSL1",116.475595512087,-1.4292492384416,0.285656502640382,-5.0033842227667,5.63325041210667e-07,0.000310807258040527,"protein_coding"
"MYBL2",71.6221720006519,2.01393617232611,0.402316548319819,5.00584969904131,5.56161425531871e-07,0.000310807258040527,"protein_coding"
"JAK3",738.13346157774,1.43282235237534,0.288064129590578,4.97397004761332,6.55954485328974e-07,0.00034075704556831,"protein_coding"
"CR2",7.06425923845381,1.74084041560992,0.353058510693189,4.93074196736395,8.19178794560185e-07,0.00035259795828712,"protein_coding"
"TLR10",30.8996636561618,1.35518571131812,0.274627214164001,4.93463736084375,8.02998162236145e-07,0.00035259795828712,"protein_coding"
"RGS14",242.939804610829,0.735458371077936,0.149083867325142,4.93318548997626,8.08992607535017e-07,0.00035259795828712,"protein_coding"
"LTB",172.710215047413,2.10976392517725,0.426612928592701,4.94538206363526,7.59946679461721e-07,0.00035259795828712,"protein_coding"
"PRKCB",735.213239180601,0.643732555580151,0.129937483196578,4.95417134258534,7.2639178229032e-07,0.00035259795828712,"protein_coding"
"CORO1A",1282.64908748271,0.982074327024604,0.199020981627357,4.93452659611248,8.03453973113102e-07,0.00035259795828712,"protein_coding"
"ZNF812P",39.712608626395,-1.51884069219499,0.308984481882663,-4.91558890899826,8.85159669840051e-07,0.000370414734059455,"transcribed_unprocessed_pseudogene"
"TNFRSF13C",13.3311665459542,1.50164518888634,0.306721155244427,4.89579920788207,9.79069974147512e-07,0.000398640247581953,"protein_coding"
"NABP1",982.122959956715,1.12696925026635,0.230851349839326,4.88179623402996,1.05123853041147e-06,0.000416760748964442,"protein_coding"
"NALCN",68.6769028553773,-1.54402490548476,0.319096877737539,-4.83873398082802,1.30668801800176e-06,0.0005047501279794,"protein_coding"
"CD177",193.729559853613,2.641316021399,0.547009728959007,4.82864541810909,1.37464931418058e-06,0.00051772729795326,"protein_coding"
"FUT7",20.6809804433719,1.46987651912917,0.304745160344554,4.82329733298238,1.41204235029988e-06,0.000518839463591896,"protein_coding"
"SELP",592.397580930926,-1.06028462187018,0.220787024624349,-4.80229589430887,1.56856673107957e-06,0.000549545530318926,"protein_coding"
"SELL",805.902749268035,1.33623736924116,0.277997000033854,4.80666111173298,1.53471812246067e-06,0.000549545530318926,"protein_coding"
"APBB1IP",570.54587725816,0.707740048276514,0.147681719741045,4.79233346901372,1.64852594743866e-06,0.000551889853292521,"protein_coding"
"ANKRD22",127.280367693471,1.77455763949055,0.37028881590218,4.79236089042274,1.64830057653173e-06,0.000551889853292521,"protein_coding"
"KIF21B",294.567150481131,0.592348263167885,0.124441206571018,4.76006525081252,1.9353038098511e-06,0.00062483091929224,"protein_coding"
"FAM124B",95.7060236369935,-0.913630092088004,0.192062858179873,-4.75693270810516,1.96556653696771e-06,0.00062483091929224,"protein_coding"
"FDCSP",2.33061254925202,4.24466394225595,0.892795336416739,4.75435272689936,1.99083200305526e-06,0.00062483091929224,"protein_coding"
"ABCC8",117.408526417807,-1.68929921996765,0.355702848761856,-4.74918664792208,2.04236382934803e-06,0.000627922675288328,"protein_coding"
"RAD54L",30.6354281961311,2.02032258478921,0.428246423534355,4.71766364822224,2.38568483442862e-06,0.000691160423666676,"protein_coding"
"MS4A1",48.8424769327034,1.34665217933378,0.285244868876517,4.72103910102849,2.34642821469754e-06,0.000691160423666676,"protein_coding"
"PTPRR",23.4642829312083,-1.55944077334899,0.3300980770709,-4.7241740611959,2.31052460148155e-06,0.000691160423666676,"protein_coding"
"PAX5",10.7153909110347,1.57775054631038,0.33502645131136,4.70933127857442,2.48530845597783e-06,0.000706437205458604,"protein_coding"
"FYB1",872.126026491103,1.05439060223648,0.224266520924166,4.70150692975264,2.58248498141266e-06,0.000720465486018181,"protein_coding"
"HRH2",426.625018102178,1.05684543951789,0.225210656577088,4.69269729763496,2.69626294530089e-06,0.000738530932199235,"protein_coding"
"CNR2",5.99904997498168,1.4080787934302,0.301759818268839,4.66622362615468,3.06785809804807e-06,0.000825308611555253,"protein_coding"
"TMEM178B",39.9760299472935,-1.36301429998905,0.292907698565397,-4.65339185915842,3.26518881802675e-06,0.000862983676203034,"protein_coding"
"E2F2",48.3652312818475,1.54331371142054,0.332762586283634,4.63788230719266,3.51997115949723e-06,0.00088087385574197,"protein_coding"
"PDK1",184.961134802302,0.643795185584093,0.138700435114516,4.64162340264146,3.45682472616634e-06,0.00088087385574197,"protein_coding"
"SLC36A1",375.969493563472,0.637504029697136,0.137636742570061,4.63178667115453,3.62523591476948e-06,0.00088087385574197,"protein_coding"
"KEL",10.8880736119575,1.40243875730532,0.302690022460461,4.63325069622509,3.59968186276408e-06,0.00088087385574197,"protein_coding"
"CDKN2D",193.101219047232,0.540351996845578,0.116583661935525,4.6348861227606,3.57134027882057e-06,0.00088087385574197,"protein_coding"
"LTF",771.899978994939,2.06717192111824,0.446767564141737,4.62695165681819,3.710870888559e-06,0.000887369364065736,"protein_coding"
